miRNA	logFC	AveExpr	t	P.Value	adj.P.Val	B
hsa-miR-135a-2	0.528671901350596	3.85343644474139	3.47351749132032	0.000553824726984161	0.000874460095238149	-1.60372934873205
hsa-miR-128-2	-0.281474998622774	5.03492614964679	-3.46871166176345	0.000563609604466671	0.000885672235590482	-1.7094566468623
hsa-miR-9-2	0.752291456575844	7.49261801462672	3.45405033505587	0.000594467378539313	0.000929735710511722	-1.82629004671758
hsa-miR-769	0.247945253012742	4.12009050436946	3.4133415982583	0.000688613816948988	0.00106188111959423	-1.83495740559448
hsa-miR-383-5p	-0.670518416589652	0.654173377689582	-3.3216987260784	0.00095366305930721	0.00145027101184967	-1.83743999462389
hsa-miR-9-3	0.746902402168889	7.49528110417437	3.42420168877927	0.000662223437555115	0.00103081950185466	-1.92708650117666
hsa-miR-450a-2	-0.492447501198264	0.45925294987871	-3.25781653275155	0.00119145787945115	0.00179534748958393	-1.97727320092892
hsa-miR-10b-5p	0.462883958968408	14.8694135049361	3.41366825557886	0.000687805932954927	0.00106188111959423	-1.99144118616814
hsa-miR-653-5p	0.505358712334306	0.866779909105729	3.22384065032756	0.00133926087349786	0.00199079319033466	-2.01360180740195
hsa-miR-9-1	0.737363651679502	7.48741918525765	3.36965410874775	0.000804992994213594	0.00123557064228133	-2.10857423244386
hsa-miR-328-3p	-0.321131200374164	4.08444400688733	-3.30037689368201	0.00102763330327625	0.00155559169762002	-2.22679440572536
hsa-miR-431-5p	-0.387355729289588	1.85517505260508	-3.23712235093526	0.00127957119478511	0.00191935679217766	-2.26381050724286
hsa-miR-140-5p	0.22854747165337	9.71987313255037	3.33120230061307	0.000922313224718842	0.00140908964887601	-2.29854664987373
hsa-miR-18b-5p	0.587405933039704	-0.137601815929192	2.979745533133	0.00301136631009753	0.00435855650145696	-2.54859754376418
hsa-miR-6715b	0.97268508292612	-0.416445576617579	2.91810358666028	0.00366460564890798	0.00525791245278102	-2.62398157004583
hsa-miR-1287-5p	-0.250508182760177	4.41193849291993	-3.12007623448203	0.00190212712747366	0.00280224085743887	-2.80649423808036
hsa-miR-3613	0.35181576340717	2.59370587940814	3.04930337391296	0.00240329057077233	0.00350922959449056	-2.85973462545401
hsa-miR-2110	0.448597331894593	0.356086584266985	2.89725233293375	0.0039132729337802	0.00554240372595479	-2.88897813006491
hsa-miR-214-3p	-0.259337205250695	3.85316354829656	-3.06636712007039	0.00227244366773977	0.00333291737935167	-2.94505631008363
hsa-miR-10a-5p	-0.416500275881463	11.6696345496925	-3.1240434213549	0.00187710913725325	0.00277778482194427	-2.95790326001719
hsa-miR-1266-5p	0.494996159712912	1.04107094255948	2.91272205223347	0.00372736648221823	0.00532480926031176	-2.96756978365237
hsa-miR-376c-3p	-0.362175385555866	1.95823445435952	-2.96375082816025	0.00316976556943555	0.00456778444503813	-3.10708110078926
hsa-miR-1306-3p	-0.277905545831411	1.46065697251199	-2.90678790167524	0.00379770666196083	0.00540191033813395	-3.18325236869929
hsa-miR-16-1	0.20218682378296	6.80861444125142	3.01444573334773	0.00269232198472162	0.00391394825972747	-3.21253825763248
hsa-miR-335-5p	0.309739640905118	5.19327809279698	2.88236269799138	0.00410014452426357	0.00578225509832042	-3.5227577949434
hsa-miR-6720	-0.504512600345014	0.141214919925855	-2.67433205440136	0.00770887142975966	0.010688771310171	-3.61730799073399
hsa-miR-148b-3p	0.192262564129476	6.47859643905147	2.85778039566972	0.00442650289663463	0.00618960150800605	-3.65263942692662
hsa-let-7c-5p	-0.280593108821025	12.5378785409354	-2.87749077934911	0.00416303021167422	0.00584595731852124	-3.67623561185496
hsa-miR-219a-1	0.298311802385357	0.702368147108924	2.63916038884446	0.00854507157833205	0.0117494734202066	-3.68996748164028
hsa-miR-33b-5p	-0.520716037780773	0.196135574784985	-2.62446955541686	0.00891778811187148	0.012160620152552	-3.75566198133526
hsa-miR-4461	0.642514187836908	-0.409362958444123	2.43032075812218	0.0154018453504208	0.0203304358625555	-3.92923138273976
hsa-miR-181d-5p	-0.269379875918134	3.70486759973677	-2.70394871597623	0.0070625858739982	0.00983398033088357	-3.96729065824889
hsa-miR-1248	0.417763896305317	0.653691301069209	2.46840072141092	0.0138725660154615	0.0184594628431544	-4.08090567222551
hsa-miR-511-5p	0.298878387495964	1.11855418867097	2.48623602215393	0.0132037113201777	0.0176405859743264	-4.16482426620449
hsa-miR-194-2	0.215954301106619	5.95498633721444	2.64537771216936	0.00839158459465991	0.0115867067625011	-4.20592920708128
hsa-miR-92b-3p	-0.289321475896989	5.24779636159385	-2.62925192715022	0.00879488782897887	0.0120427924629171	-4.23486753628598
hsa-miR-155-5p	0.330810745634278	6.32986834065569	2.55576342900475	0.0108612516371725	0.014689397706012	-4.44896446613404
hsa-miR-193a-3p	-0.213935328418371	7.20382151265993	-2.57220883779422	0.0103645168407079	0.0140752697836774	-4.45811201964575
hsa-miR-574-3p	0.195255361161073	5.88135469423403	2.52121545849547	0.0119744272364252	0.0161288203592666	-4.52002900771053
hsa-miR-199a-1	-0.195981685183215	9.47234675425996	-2.51285061540972	0.0122587543045389	0.0164446704085278	-4.65400477947542
hsa-miR-3200-3p	0.347679449062828	-0.0144470123977982	2.13198317010105	0.0334473774429057	0.0431157599849957	-4.73127339778723
hsa-miR-4772	0.339426925093937	0.744662804628507	2.18854358400005	0.0290466987084534	0.0378869983153741	-4.77163982898136
hsa-miR-1269a	1.3315191383522	0.737586677911937	2.10606459425717	0.0356479008056732	0.045596152193303	-4.7794356597333
hsa-miR-151a	-0.175604046659496	10.4439997345127	-2.450329321302	0.0145806980219035	0.0193238166555347	-4.81484116202256
hsa-miR-16-2	0.162544465758745	6.79449073454383	2.3837053523318	0.0174750565716554	0.0229751739786704	-4.89299840629194
hsa-miR-31-5p	-0.44670008124064	1.28962369974671	-2.10932680958705	0.0353642925734158	0.045409402915281	-5.15869370314468
hsa-miR-744-5p	0.220820201929321	4.4597948505981	2.19065540187824	0.0288925538443887	0.0378354871771757	-5.22568786736204
hsa-miR-194-1	0.179404713202314	5.81570028102238	2.16536907303116	0.0307854044845413	0.0399967853539317	-5.34322260497604
hsa-miR-582-5p	0.303145077771168	8.77095118369992	2.15483213106066	0.0316051341572439	0.0409007618505509	-5.46779623479535
