Row	Col	SystematicName	logFC	AveExpr	t	P.Value	adj.P.Val	B
123_41_hsa-miR-644	123	41	hsa-miR-644	-0.0900449597163342	5.16052776827814	-3.08693712979643	0.00243939285743303	0.0198455080348361	-2.05077082561955
160_41_hsa-miR-561	160	41	hsa-miR-561	-0.111790797321576	5.1604048688584	-2.86313573591185	0.00484144843242481	0.0334612525110438	-2.66937569961185
175_45_hsa-miR-499-3p	175	45	hsa-miR-499-3p	-0.0627282476850355	5.15696685124053	-3.05868877189567	0.002665355349011	0.0212250101824357	-2.13109814272181
5_26_ebv-miR-BART19-5p	5	26	ebv-miR-BART19-5p	-0.0767160850999562	5.15644758026174	-3.30465638421507	0.00120830167936289	0.0117139102287515	-1.41030375868776
24_25_hcmv-miR-US5-2	24	25	hcmv-miR-US5-2	-0.0833001760397858	5.15627156647487	-3.68927958853447	0.000321312733311467	0.00438942552227319	-0.189146769678597
9_81_hsa-miR-220a	9	81	hsa-miR-220a	-0.130806931406802	5.1546760233616	-3.56823965175481	0.00049300610502152	0.00597504808063207	-0.585506771478383
62_2_ebv-miR-BART8	62	2	ebv-miR-BART8	-0.0672095310724892	5.15381029107986	-2.6939529165684	0.00792654373253799	0.0480448524617258	-3.10955198651316
7_25_hsa-miR-593*	7	25	hsa-miR-593*	-0.0892936761026348	5.14415845783158	-3.67762040724262	0.000334988331504792	0.00452116648819307	-0.227799331286752
48_38_hsa-miR-624	48	38	hsa-miR-624	-0.0700289702910486	5.14299561589471	-2.9921180605517	0.00327642419445821	0.0245887138653818	-2.31784644226605
62_36_hsa-miR-220b	62	36	hsa-miR-220b	0.0645003877673762	5.14091413670749	3.20415457403313	0.00167839349972927	0.0150764105022411	-1.71061853493436
141_44_hsa-miR-218-1*	141	44	hsa-miR-218-1*	-0.0641114751549852	5.13761952935899	-3.4491505206822	0.000743735940016481	0.00810584217018874	-0.964742951696144
66_74_hsa-miR-618	66	74	hsa-miR-618	-0.0725128555919308	5.13527012258288	-3.4389873568124	0.000769937183779808	0.0083215058192298	-0.996607842529892
134_67_hsa-miR-935	134	67	hsa-miR-935	-0.081060296841911	5.13364766858932	-3.06671338370342	0.00259927402244337	0.0208437611716317	-2.10834469520632
173_49_hsa-miR-124*	173	49	hsa-miR-124*	0.0574834707768277	5.13326033229916	2.67681039850105	0.00832237116060654	0.0498049998746474	-3.1528117211349
11_44_hsa-miR-626	11	44	hsa-miR-626	-0.0942638159278171	5.12847191679661	-2.84609751499502	0.00509292473509964	0.0347953613333568	-2.71478664366516
65_19_kshv-miR-K12-3*	65	19	kshv-miR-K12-3*	-0.0870314169161643	5.11193523260919	-4.2149072465027	4.46148445409794e-05	0.000873853490747335	1.65460771129383
