SystematicName	GSM1137322	GSM1137323	GSM1137324	GSM1137325	GSM1137326	GSM1137327	GSM1137328	GSM1137329	GSM1137330	GSM1137331	GSM1137332	GSM1137333	GSM1137334	GSM1137335	GSM1137336	GSM1137337	GSM1137338	GSM1137339	GSM1137340	GSM1137341	GSM1137342	GSM1137343	GSM1137344	GSM1137345	GSM1137346	GSM1137347	GSM1137348	GSM1137349	GSM1137350	GSM1137351	GSM1137352	GSM1137353	GSM1137354	GSM1137355	GSM1137356	GSM1137357	GSM1137358	GSM1137359	GSM1137360	GSM1137361	GSM1137362	GSM1137363	GSM1137364	GSM1137365	GSM1137366	GSM1137367	GSM1137368	GSM1137369	GSM1137370	GSM1137371	GSM1137372	GSM1137373	GSM1137374	GSM1137375	GSM1137376	GSM1137377	GSM1137378
hsa-miR-579-3p	1.039876544	0.829366959	1.543526331	1.17752833	0.964994078	0.979618803	1.381620971	1.722388004	0.979583929	1.522635202	0.870913961	0.939169425	1.606424559	1.02192267	1.892394463	1.986313602	1.360280171	1.401779256	0.844156116	1.255105942	1.506853624	0.730274727	1.701908673	1.174400958	1.055386331	1.152214128	1.053112966	1.748802055	1.087992661	1.439904987	1.133118703	1.368267866	1.232046783	0.931036017	1.01419864	1.268099564	1.841961591	1.332750789	0.935449498	1.285942531	1.192318108	1.448291374	1.68862771	1.289241256	1.234262597	1.075837323	1.540225235	1.405374434	1.238193553	1.316922782	1.306366149	1.411408864	1.546992117	4.005806809	1.473944897	1.175076991	1.533313154
hsa-miR-588	1.12454604	0.866107201	1.886159805	1.491718695	1.507629203	0.842610464	1.203215538	1.01355965	1.107910194	0.992362298	1.576636161	1.307777081	1.062550657	1.129820251	3.01088685	1.176944213	1.044358511	1.247724874	1.114228508	1.443258957	0.958593875	0.878285027	1.054113652	1.024475005	0.981925019	1.311115392	1.725256885	1.003117753	1.426044702	1.001003945	0.855129294	1.121141721	0.927922553	1.087272903	1.147697579	1.050794052	1.127814489	0.931488795	1.450937181	1.082115593	0.640527092	1.408239404	0.91675744	0.968900571	1.058720842	1.22641197	1.139451699	1.121023912	1.401460917	0.522656064	0.906411844	0.93287025	0.895310846	2.158439829	2.557051556	1.401005064	1.426714385
hsa-miR-591	0.797896701	1.148449773	1.187086848	1.452038058	1.139179753	1.102600259	1.14411404	1.19683761	0.983449349	0.949392275	1.038121101	1.232010408	0.894488758	1.558677396	0.715324235	0.716767009	1.101924821	0.939749076	1.152123912	0.715602788	1.123407057	1.368067845	0.714140993	0.976396197	0.959151755	1.963384065	0.903775239	1.297178674	1.396475857	1.098233786	0.928350371	1.392073238	1.422062434	1.554706828	1.473671323	0.868170005	0.842421957	0.845132655	1.575680069	0.858600393	0.82523542	1.107524571	0.808110858	0.719018445	0.896636681	1.060840291	2.201685115	0.979403869	1.192201149	0.914418219	0.91778255	0.934098627	1.018694877	2.373254364	1.673665037	1.997329426	2.224350285
hsa-miR-602	5.079139152	4.419855963	6.120164103	3.165017117	5.010369573	6.118283899	5.865906006	5.687982186	6.528929596	5.22220204	3.383381366	5.302072285	4.798513058	3.67017688	2.614595334	5.148319946	3.312797099	5.35607199	4.826537276	5.202301395	2.904548974	2.659654477	5.583774865	3.888223756	3.630114857	5.746029546	1.915845786	4.613796093	4.16756059	6.338236293	5.518617859	5.499998107	3.272332372	6.99995314	4.697980334	4.966842171	6.614247175	6.759154417	5.293351526	5.194094755	4.066062601	6.666650725	5.476759015	4.776132993	4.270368825	3.92881229	2.583660072	4.857009041	5.632894697	3.433210086	8.138575375	3.850067918	6.370331874	1.28335696	3.901262357	2.202191399	2.884559508
hsa-miR-608	1.18282655	1.385929356	1.769534199	1.760848609	0.952047961	2.249193573	1.203215538	1.478992844	1.551267245	1.666906424	1.383319658	1.381246315	1.9288502	1.762631233	1.883360891	1.367496538	0.991633639	1.109635786	1.443722652	0.90648347	1.000985769	2.390417606	1.470082228	1.630400308	0.89583508	1.492748329	1.117204419	1.183808914	0.838679628	1.138903187	1.907161258	1.50543296	0.881684795	1.363163155	0.836500701	1.255488617	1.819929311	1.487657783	1.650958481	1.439089318	0.931428009	1.474184271	0.82628828	2.110803729	1.415130747	1.504848046	1.521247738	1.551855632	1.534838142	1.700936242	1.313978464	1.178846442	1.481294762	2.308190143	2.304669221	0.980043755	2.631665598
hsa-miR-610	0.9562149	1.03289744	1.069707794	1.098128693	1.309797678	1.089115893	0.957321205	1.48947401	1.233035619	1.271233504	1.008391054	0.967818235	1.216496021	1.503783418	0.863043982	0.904127197	1.752068193	1.039029537	1.337094014	1.86614763	0.784323194	0.914582987	0.896259238	0.904255671	0.907990595	1.598090293	1.405581054	1.392422891	1.550070359	1.553561765	1.370938928	1.078088485	1.806274503	1.148750311	1.370534564	1.019603277	0.946532252	1.792223148	1.233310164	0.890300033	1.07367085	0.909218584	0.810113011	2.269378897	1.36863264	1.626968746	1.086872392	1.496027406	1.570552942	1.587799258	1.050103667	1.677713737	1.088252466	2.537807809	1.587120727	1.478645259	1.427844355
hsa-miR-620	1.3915497	1.214897397	1.493630901	0.99524063	1.670964608	1.230002162	2.131289088	1.003902618	1.147436223	1.621074045	1.30903054	0.992919033	1.147950105	1.170176089	1.003240044	1.052836625	1.335194591	1.848063196	1.830460196	1.067447253	2.152088992	2.348469635	1.729758511	1.296285761	1.346002212	1.45457103	2.188135485	1.348884539	1.427145182	1.217238358	1.442510699	0.845040061	1.657759854	1.19558142	1.142208576	1.624238354	1.417635002	1.545067952	1.272977956	2.276085297	1.765976883	0.99230896	2.249204767	1.497279066	1.132504174	1.737796027	0.91031454	1.670383705	1.825352447	1.091274245	1.890605702	1.860479975	2.063447022	7.350501816	1.998300336	1.357295176	0.993230269
hsa-miR-625-3p	1.445856678	1.42075364	1.317821477	1.165830415	1.433146449	1.727378616	1.821420292	1.23088544	1.144094153	1.39554513	1.740520988	1.136746282	1.755578808	1.85479759	1.178968212	1.33061269	1.350172839	1.320046392	1.372505817	1.629073104	1.675933326	2.054710838	1.874892637	1.907745686	1.095326033	1.622242392	1.672414065	1.373651737	1.817446785	2.373222144	1.123514665	1.43790073	1.530432599	1.391796405	2.17686565	2.061111485	1.570114254	1.722255241	1.799205773	1.454343559	1.688777355	1.770052622	1.600621958	2.304669221	1.086089031	2.340696697	1.679172059	1.977851288	2.258164037	3.619304084	2.185969181	2.266218471	1.265506738	3.379605825	0.91110073	2.119647388	4.535436537
hsa-miR-627-5p	1.376399081	1.261970391	1.455351841	1.899216595	1.277905337	2.072381601	1.495464415	1.683224948	1.330180207	1.325545484	1.158852877	1.616224741	2.28294437	1.82550801	1.329409228	1.926701512	1.67751512	1.257619124	1.802796172	1.955447687	0.942035806	1.267457536	1.597321854	1.282933864	2.345603425	1.859145373	1.961992566	1.162146114	1.43507562	1.414733669	1.153754647	2.28789885	1.70256787	1.476224965	2.075095898	1.989393163	1.476370097	1.827175926	1.957981044	1.901244843	1.385760017	1.969392121	1.388196205	1.065536965	1.590455047	1.449727241	1.564889377	1.281764657	1.487931141	1.492088877	1.046330088	1.032231393	1.407840054	3.720171456	1.62632714	1.214119461	2.666041573
hsa-miR-632	1.446118491	1.007678223	1.029269427	1.027052882	1.85994836	0.986423363	0.790635705	0.917928854	1.323464789	1.000756335	1.109383611	1.043053732	0.866202777	1.185400129	1.176292529	0.723116668	1.245586835	1.38604028	1.136974023	0.83096517	0.992268595	1.236703467	0.675504901	1.404543007	1.117100182	0.859850473	1.719882278	1.512568543	1.263097959	0.688446549	0.749520205	0.985208465	1.1395476	0.828587977	1.956966295	0.797382207	1.384531105	1.024706917	0.926709133	0.904931817	1.161109564	1.574803267	1.026721921	1.198742591	1.265675851	0.86853678	0.958034783	1.537814994	1.168968127	0.767730812	1.136363166	1.256342122	0.858468113	1.613301675	0.969407324	1.422997456	2.508139098
hsa-miR-633	0.921354531	1.735333892	1.430160108	1.040096828	0.911045264	1.235466651	1.260298806	0.742403051	1.567844326	0.877299073	2.372048187	1.288959053	1.78952847	1.500260609	2.442407825	1.55196332	0.854431996	1.484654337	1.624808921	1.719145723	0.877158787	1.427081596	2.149884357	1.400326825	1.822179758	1.296438652	1.525587411	1.183832457	1.44357131	1.942073529	1.313337053	0.810378446	1.538718072	1.144748	1.206320269	1.406458534	0.963000718	1.915450322	0.84122909	1.256595428	1.0309348	1.783745137	1.710832375	1.423520055	1.908652513	2.302295659	1.545203744	2.04689131	1.155377807	0.729417996	1.800031292	1.045952041	1.317109956	3.53841089	2.719274581	1.998215954	2.647850546
hsa-miR-642a	1.432330823	1.019859642	1.117492917	1.178252478	0.690460864	0.553518996	0.903650552	1.009626848	1.011606974	1.556085053	1.13891898	0.747219168	1.352983672	2.000597681	2.438270511	1.205367428	1.413775501	1.100501026	1.755543805	1.606382753	1.870624021	1.900768305	1.416474259	1.394980563	1.117528316	1.416073238	1.313307817	1.167803215	1.719560886	1.834567673	1.720380727	1.497024154	2.225200275	1.309603904	1.334828663	1.229750038	1.049042142	1.462593629	0.997447647	1.813488381	1.258238366	1.31128342	1.351331661	1.25398426	1.428341029	1.419236575	1.743831048	1.492960369	1.458513548	2.248902546	3.442243489	1.623697641	1.102406709	6.236203404	2.030112588	1.365615891	1.627744861
hsa-miR-646	1.167521927	0.964273456	1.471715433	1.282042258	1.337556894	0.987881969	0.950758128	1.172218049	0.774270709	1.46614965	0.8208361	0.891545175	0.612312549	1.073190355	1.507498302	0.841786476	1.543814188	0.66148453	1.230208631	1.090476638	0.892688501	1.128058391	0.910100785	0.910679549	1.086113959	1.358752251	1.013479918	1.257797244	1.047937067	1.018839761	0.87076354	0.801084432	2.571296648	1.011799191	1.727196971	1.718675653	1.163695192	1.075816703	1.274663533	1.145509829	1.062465289	1.290705746	1.48107819	1.180557898	1.248548181	1.330568231	1.178203008	1.533179984	1.069038005	1.735251402	1.476979268	1.705258174	0.933205195	3.390472862	1.839981062	1.552056257	3.394734787
hsa-miR-654-3p	2.145554023	0.962847855	1.813224568	1.116019682	1.608790558	1.560162381	2.414276418	3.280116294	2.586059173	1.553831649	1.29082463	2.783182444	1.805107665	1.408455773	1.811927518	1.678122466	0.66782928	2.084765905	1.330635983	1.631920061	1.408031787	1.715044492	1.489650899	1.460579984	1.768456071	1.950930156	1.77123816	2.071592405	2.096025376	1.252602208	0.99409749	1.774611691	1.781977662	1.833887254	1.701649344	1.699367862	1.949789216	1.476760399	2.209204904	1.861910921	1.1938357	0.911009656	1.026721921	2.085193218	0.961533275	2.360368454	1.382846918	2.536099968	2.045483365	2.666855228	1.67814262	1.828497415	1.440477938	3.571140832	1.542263347	2.779901186	2.587476691
hsa-miR-657	0.780634097	1.163540429	0.818429576	1.168805535	1.91020748	1.26931314	1.129394189	0.943530319	1.272746597	0.99049856	1.560729997	1.490926844	0.839169019	2.677378636	1.680948236	1.259482176	1.38487293	0.590639577	1.535277078	0.839677066	1.084298331	1.10594067	1.298435647	0.777517018	1.519671395	0.96708817	1.199711389	1.16310367	1.888259937	1.324082438	1.11428969	1.46275008	1.551685217	1.881832944	1.348766926	1.402877114	1.358640127	1.348151567	1.500913326	1.03442774	1.207390757	1.845578754	1.088779828	1.050433438	1.644278709	1.059345142	1.420025175	0.923011938	1.247290074	1.993959484	1.705264374	1.411240753	2.063000633	2.934643063	1.130913539	1.36257157	2.328157424
hsa-miR-663a	9.477499368	9.653930221	10.60802944	9.504676243	10.11299806	10.4164564	10.40107829	9.934823324	9.931506385	10.22505645	8.760305512	9.697614611	8.818742815	8.951114072	8.453728183	9.69408648	9.43971806	9.873543014	9.466143591	10.3253299	9.045304024	9.78258651	9.635414802	9.135637093	10.06151841	9.905105565	8.114570959	9.168997346	8.716183748	10.75841264	10.75529752	9.486757786	8.310564126	10.09158669	9.310220639	9.581501312	11.97380302	11.27991985	9.065987704	9.444798402	8.911776395	11.05709436	9.401150863	9.306830601	10.21934168	10.0525235	8.595889568	9.978284243	10.8819229	9.308684611	11.70820654	9.319724898	11.07057797	0.958953825	9.290691312	8.776076744	10.0650738
hsa-miR-663b	2.213559132	2.384183842	6.759370543	7.215155126	4.041208212	4.754487777	4.366744112	4.052468271	3.328649099	3.562439604	4.692672573	4.070372986	3.152671647	5.537293168	3.075339201	5.147055566	4.706308091	3.125737162	5.218399589	6.171088542	2.634302048	3.20608986	3.713188963	5.626988355	4.459666928	4.830514662	2.344292827	3.429888961	4.848328425	3.736996185	5.730908031	3.785111737	3.526551304	3.747172753	4.223220646	5.055852064	5.088593912	4.149757252	4.049309323	2.56596649	3.566242732	3.884657625	5.99592596	3.101104095	1.810502269	4.794895708	2.959502544	4.969701047	5.146340962	3.386497121	3.646470407	4.148297791	6.732040428	1.492507831	2.608179883	2.209623692	1.356311283
hsa-miR-7-5p	1.315182865	0.703579852	0.791807935	1.020454815	1.303779809	1.173227413	0.949788207	1.450612036	0.776990542	0.965089675	1.041528364	1.040492444	1.116373173	1.059931823	0.743224491	1.131324034	1.494119939	1.052248766	0.782625197	1.13837781	1.468702157	1.384888075	1.172824014	1.870705595	1.35395347	1.041500371	1.487202784	1.308008574	1.288010723	1.072794143	1.522600207	1.080948847	1.109298458	0.963537785	1.972734469	1.128797027	0.976135975	1.558725817	1.543924973	0.93466841	1.048527792	0.84080603	1.554016607	0.862852994	1.09291322	1.012046526	1.20064496	1.696218148	0.844739261	1.030027107	1.040109328	1.423977774	0.85721601	3.876986396	1.454207198	1.389107428	1.111229146
hsa-miR-708-5p	6.69272508	7.055001268	7.613596527	7.924846228	7.458614686	7.696875155	6.058070924	6.482027773	7.044197046	7.076244847	6.724153143	6.2118161	7.878406605	8.146772018	5.302908231	6.349074534	7.981388737	6.501197423	7.434059202	7.97816711	7.406633647	6.773439956	7.883445737	6.298657562	7.67323811	8.384099429	7.256011178	7.12446875	7.685413368	7.4153168	7.660609485	7.5008669	6.784319229	6.054636022	8.620938848	6.676356384	7.73338814	7.678003849	7.409887653	6.925871412	5.508804515	7.322352856	5.67795062	7.286801734	6.20578081	7.753795773	5.523770099	7.933524248	7.475340549	4.249732739	2.388293001	5.876220589	7.966963502	1.158088924	5.312972916	6.134365501	6.190668023
hsa-miR-767-5p	0.940854935	1.495935078	1.481860765	1.346929068	1.038362795	1.599866924	1.375352413	1.136908634	0.766284631	0.961225651	1.110640798	0.808208028	1.161333238	2.163488573	0.994037816	1.322957503	1.136100538	1.663462271	1.035383917	1.059381746	1.061117147	0.681405855	1.054746574	1.375645434	1.148604105	1.11806891	0.903457971	1.348970346	1.164920363	0.914578198	1.091443845	1.058695417	1.250406754	1.157883256	1.141258969	1.290267771	1.029999119	2.003247479	1.940209959	0.840057228	0.994732462	0.957335865	0.884919451	1.159757665	1.164316426	1.256541676	1.450658849	0.997210463	1.054770254	1.371556519	1.822872876	1.814849247	1.445873326	3.999349728	0.941566293	2.046032705	1.090307307
hsa-miR-769-5p	6.352456761	5.385699313	6.008409943	6.277853791	6.393516706	7.234277511	5.072269136	5.18013965	6.234560737	5.438233388	6.10635111	4.513549573	6.171289428	5.024241622	3.781977857	5.272919289	6.593210162	5.641290208	5.805643988	7.173200011	3.399731144	6.590825194	6.836620465	6.099356677	6.472205978	6.129727823	2.703277885	6.211136053	5.724263505	4.927330917	6.467728845	5.824758669	4.971823373	3.56328987	5.370640788	5.193453951	6.31924053	6.128846223	6.429246527	4.5758984	5.741519202	5.951911374	5.785514678	6.164228919	2.496570932	6.642376795	4.632665701	6.26626489	6.268641633	3.122514936	2.884896627	4.358001011	6.744650934	2.70116969	2.005218664	4.390139402	4.618009583
hsa-miR-873-5p	0.862970001	1.080690748	0.940163377	1.002687833	0.858614048	1.310335502	0.990304793	0.793508773	0.87324438	1.069481708	1.832522657	0.823512732	0.709430509	1.380430772	1.000719767	0.747068956	0.696365166	1.393519571	0.834937252	0.803199252	1.379029718	1.386549962	0.980552667	1.477253983	0.883437085	0.952146533	0.881110586	0.973971357	0.83833722	0.578522928	1.148318384	0.653595913	2.369263768	0.729639556	0.663672347	1.166598109	1.015385084	1.0565373	1.537269992	0.86476261	0.814484672	1.328220184	0.657937124	1.081991383	1.083490287	0.749287412	1.035639478	0.914730021	1.041869338	1.467565451	1.084009862	1.073940768	0.952608917	2.454369117	1.207703207	2.614021402	1.440153643
hsa-miR-877-3p	1.373973952	1.784072261	1.930911537	0.993876443	0.996090609	2.642870148	1.448052824	1.487991596	2.359929139	1.728001295	1.033553919	1.82773037	1.732192707	3.282484563	1.389038593	1.858444804	1.415739036	0.843669657	2.361045534	1.102880596	3.202800473	1.709078202	2.13279309	2.295483783	1.839547562	2.248796968	1.530144603	2.295705545	1.632561751	1.328780004	2.99656931	1.659994841	1.916511201	2.638377342	2.099824558	2.84247446	1.919402757	1.489876202	1.713643134	2.105245409	2.524051122	2.001993394	0.861502412	2.467512115	3.038479775	2.888817898	1.494573091	1.426031718	2.564573269	1.888452755	2.807939779	1.401494053	1.862918722	4.97206891	4.088300713	1.586864578	2.670480093
hsa-miR-923	9.95637787	10.55938083	9.602263779	10.98630416	9.89642944	9.490045328	10.62281133	10.53015669	8.82478768	10.36122901	10.73279062	12.32732302	8.777064249	9.486439976	10.86385741	10.10802458	9.701597967	9.553204817	9.496693367	10.33381224	8.406734626	10.79202329	10.41009774	10.34683778	11.15782562	9.035730954	9.709646717	8.765099198	9.578244351	11.78790522	9.556491068	9.959477426	8.737570902	11.31129565	10.81864436	11.07767357	8.313551175	8.512874567	9.52809841	11.04662065	12.6720363	9.856866509	8.53762301	8.282198532	11.92275982	10.57919382	10.17880626	8.394899723	8.973613349	9.480403018	8.605443134	9.979536444	9.473877782	11.31718903	12.51064349	12.00422887	13.42032483
hsa-miR-92a-3p	11.22143644	11.46504993	10.93695795	11.41776317	11.14728571	11.76743454	11.43112732	10.92443696	11.3359046	11.52064699	11.73056788	11.09753305	11.25123893	11.81281004	11.37421485	11.41712151	11.54271502	11.28661554	11.44059774	11.43158071	11.17662753	12.02598107	11.08010918	11.82076456	11.57393056	11.92297344	11.35628862	11.14960601	11.14233645	11.31674955	11.16829643	11.29070237	11.27726893	11.60797993	10.9787149	10.84836814	11.20226913	11.02027072	11.22314384	11.03763697	11.34002916	11.31077766	12.00927594	10.58958669	11.38394867	11.78339592	10.94798864	11.6903498	11.25213573	10.97310558	11.43757094	11.33463574	10.60204212	2.985234644	9.918544717	11.18335461	10.49044796
hsa-miR-92a-1-5p	1.48000309	4.193545081	4.677478823	5.125857814	4.742490095	6.032359041	4.512235696	2.941448906	3.331200412	3.596179061	5.076680563	2.441926094	3.469026581	2.567658325	1.218278424	5.236569684	1.902247225	4.010905451	3.858815833	5.24745475	3.767883977	5.835839838	3.337230375	4.854934195	5.420929564	5.524173923	3.399781301	3.959607913	4.390586507	4.181430078	4.95695355	2.276236112	1.00023127	1.37005882	1.651919652	3.63769387	4.84006738	2.553970085	1.549294621	2.191999372	0.860406535	3.211974742	5.320127858	3.469057819	2.103025825	5.684617359	2.707338729	4.146405379	4.882833184	3.50913735	3.867287504	1.936349962	4.857413619	1.753609668	1.104991798	0.967455035	1.378890439
hsa-miR-92b-5p	6.707318084	6.93544393	8.229024698	6.282792028	7.451917853	7.223825139	7.115240757	7.488659462	7.924706899	7.242689443	5.356960552	7.34938759	6.309165191	5.846763126	2.578193457	6.120766807	6.353644687	7.277304672	6.300033906	7.583482755	6.507612724	6.353583015	6.466774306	6.11218878	6.773864333	6.496326964	4.426973242	6.024627454	5.474023672	7.26150259	7.506595917	6.408083176	5.399175662	6.237126356	7.059839075	6.033285851	8.744889365	8.115429224	6.088009016	6.814763432	5.938098057	7.541149029	6.739117501	6.176305368	6.09228389	5.999929768	5.797854242	6.767700807	7.623533026	5.835149055	7.571378592	4.784333178	7.828030165	1.635939087	4.953136406	5.645640192	4.969118423
hsa-miR-93-5p	11.29346997	10.75301067	11.08649101	11.93021289	11.51766891	12.6271213	10.40968259	10.28004276	11.13913735	10.57878264	11.04166926	10.21537295	11.15702106	11.71175617	11.46105879	11.12947274	11.95788621	10.46818891	11.12439402	11.9827503	10.45254647	10.98766494	11.19587835	11.48240524	11.98681181	11.65026434	10.55805861	11.4824023	11.03755932	10.96068542	11.70115816	11.25541744	11.06648039	10.09011554	11.45836626	11.10534564	11.36143845	11.13907231	11.14245087	10.39418647	11.01619364	11.24819888	11.17296739	11.07717746	10.00727364	11.68064485	9.801602034	11.25166145	11.83584039	10.76092664	10.99232945	10.50889908	11.8081986	4.524301725	10.61395903	11.01314067	10.69065533
hsa-miR-939-5p	4.38197399	5.285228245	7.702961875	6.778696792	6.62264072	6.043010551	6.039676165	5.923542598	6.020450927	5.953963923	4.219158858	6.054028214	5.707699214	6.374881174	1.871922425	5.575986678	4.990108625	5.700334922	6.421529925	6.517023395	4.614324309	7.139384357	6.611569782	5.568508151	5.006704072	5.681811314	4.852969995	5.678644656	5.846154449	6.862816233	6.224275686	5.534668753	5.211991334	5.645170264	5.508485003	6.015774157	6.373207852	6.810966377	5.172259237	6.279372696	6.020212309	6.222343181	5.211389375	5.35304616	5.918390142	6.490796592	5.61204632	5.562748722	6.21024527	2.845056433	6.888642634	5.219303682	7.780585416	1.84864388	5.802382963	5.887411427	3.17002348
hsa-miR-96-3p	2.087964779	1.106258237	0.972584179	1.113303922	0.987962968	1.366496531	1.450508924	1.148170638	0.894857195	1.784609159	1.780539984	0.949678648	1.512829481	1.02350122	1.657428648	1.331996274	0.745634091	1.585513796	1.226706447	1.476022385	2.003838887	2.075006195	1.474931316	1.355749729	1.897445835	1.105421233	1.401852532	1.128501194	0.756069638	1.718484889	0.724753475	1.137762792	1.575773749	1.372347607	1.253467346	1.426478848	1.289176041	0.970801408	1.448506359	1.164504256	1.244826815	0.920505833	1.368283549	0.89109754	1.272468602	1.286842376	0.923823995	1.195124653	1.083937073	1.611719679	1.634587532	1.111911972	1.274429241	2.554933303	2.111869891	1.706666428	1.874308199
